ECORF	chlor_aero	chlor_anaero	spec_aero	spec_anaero	trim_aero	trim_anaero	gent_aero	gent_anaero	nor_aero	nor_anaero	rif_aero	rif_anaero	vanc_aero	vanc_anaero	silver_aero	silver_anaero
adiC	1.11658300872	0.961803366405	1.57655064994	1.52952936864	0.970825221879	0.542612457566	1.64268111428	0.542612457566	1.57655064994	0.961803366405	0.640579368715	0.488504309176	0.373269150992	1.4633989043	0.961803366405	0.961803366405
adiY	0.84229651145	0.573007511803	1.1939194482	1.11696580694	0.580681493969	0.00425574992776	1.12888917792	0.00425574992776	1.1939194482	0.573007511803	0.114238591899	0.139300331612	0.165219797371	1.18199607723	0.573007511803	0.573007511803
adk	2.0	1.5	1.9534452978	2.0	1.58496250072	1.0	1.79248125036	1.0	1.9534452978	1.5	1.0	1.0	1.5	2.16096404744	1.5	1.5
adrA	1.51395299828	1.39067985676	2.12869392135	1.75091859245	1.27921035663	0.729715809319	2.01395299828	0.729715809319	2.12869392135	1.39067985676	1.20469546807	0.584962500721	1.07993566839	1.86565951551	1.39067985676	1.39067985676
aegA	0.855469864199	0.61808835697	1.15195039996	1.25801402174	0.619652375747	0.350422490472	1.30201226224	0.350422490472	1.15195039996	0.61808835697	0.177116237731	0.0987061828595	-0.203839737917	1.10795215946	0.61808835697	0.61808835697
aer	0.601766697043	0.389631307514	0.989089595574	0.954901095514	0.38926670353	-0.0507621133222	1.03032067567	-0.0507621133222	0.989089595574	0.389631307514	0.000827518182349	-0.12295706799	-0.16945940566	0.913670015418	0.389631307514	0.389631307514
aes	1.51296928581	1.24961631335	1.88451408573	1.77792985439	1.24100915185	0.664653812626	1.82698489711	0.664653812626	1.88451408573	1.24961631335	0.824824734624	0.684203722471	0.832455328519	1.835459043	1.24961631335	1.24961631335
afuB	1.11809911043	0.740499635659	1.30202162114	1.36981541804	0.755630710007	0.278474062276	1.31764708814	0.278474062276	1.30202162114	0.740499635659	0.181581390512	0.196158711389	0.220735453566	1.35418995105	0.740499635659	0.740499635659
afuC	1.60116188039	1.37217666978	1.87776741247	2.02863671399	1.35845346486	1.12182987787	2.05251327971	1.12182987787	1.87776741247	1.37217666978	0.907806011366	0.892684529253	0.505499499475	1.85389084674	1.37217666978	1.37217666978
agaA	1.09170367748	0.752627925342	1.26991159974	1.39846950394	0.740425895789	0.312335508814	1.31085010327	0.312335508814	1.26991159974	0.752627925342	0.105256292561	0.372482625673	0.195499335713	1.35753100041	0.752627925342	0.752627925342
agaB	0.753330890922	0.595617753844	1.25772924202	1.09101978889	0.582196947735	0.141000485805	1.27975683205	0.141000485805	1.25772924202	0.595617753844	0.31467831004	-0.0955343245197	0.0669511663109	1.06899219885	0.595617753844	0.595617753844
agaC	1.11978535089	0.917260451794	1.60242308313	1.38886949551	0.881554941513	0.308464734258	1.53434307128	0.308464734258	1.60242308313	0.917260451794	0.605448391249	0.235539301026	0.518077382379	1.45694950735	0.917260451794	0.917260451794
agaD	1.34186987739	1.05357895655	1.61362978404	1.66227774511	1.05230946338	0.623495121451	1.65999138022	0.623495121451	1.61362978404	1.05357895655	0.551376366986	0.568682875864	0.478741812853	1.61591614893	1.05357895655	1.05357895655
agaI	1.26382512323	0.999430601994	1.60625843908	1.55767906196	0.998153517119	0.479447398335	1.58986347152	0.479447398335	1.60625843908	0.999430601994	0.55169589373	0.487738840433	0.526508487017	1.57407402952	0.999430601994	0.999430601994
agaR	1.26494401729	1.01666848019	1.63783492782	1.5659284803	1.01550595372	0.484603311482	1.6131872797	0.484603311482	1.63783492782	1.01666848019	0.592670026914	0.513693847026	0.55236079681	1.59057612843	1.01666848019	1.01666848019
agaS	1.28548682893	1.02094558698	1.59532859096	1.61421510272	1.02085017033	0.585929877882	1.63884887518	0.585929877882	1.59532859096	1.02094558698	0.557429522978	0.521167381929	0.452460447737	1.5706948185	1.02094558698	1.02094558698
agaV	1.1172083941	0.869799831908	1.46991475546	1.43039960815	0.868986653201	0.402152676602	1.48709050786	0.402152676602	1.46991475546	0.869799831908	0.453354824826	0.328957933111	0.349667896801	1.41322385575	0.869799831908	0.869799831908
agaW	1.46366774616	1.17311651254	1.78018989603	1.7372382638	1.17552597044	0.608879233563	1.732715694	0.608879233563	1.78018989603	1.17311651254	0.669369244264	0.700044244729	0.738035231358	1.78471246583	1.17311651254	1.17311651254
agp	0.836667596765	0.667177507056	1.2308097159	1.26869384775	0.668711146411	0.317443131473	1.35037532555	0.317443131473	1.2308097159	0.667177507056	0.289915524281	0.192296763002	-0.019492826819	1.1491282381	0.667177507056	0.667177507056
ahpC	0.210493382805	0.105209889835	0.825496185528	0.475750741154	0.0405683813627	-0.394790110165	0.786494929528	-0.394790110165	0.825496185528	0.105209889835	-0.068751761875	-0.713505070472	-0.263272907248	0.514751997155	0.105209889835	0.105209889835
ahpF	1.5119824954	1.25304705595	1.89099455793	1.79159103934	1.2524372947	0.668769921099	1.82859133006	0.668769921099	1.89099455793	1.25304705595	0.816924829552	0.759645139518	0.833423733725	1.85399426721	1.25304705595	1.25304705595
ahr	1.14929064668	0.888246979176	1.51338664952	1.43296539064	0.884950357048	0.330017490883	1.4725150748	0.330017490883	1.51338664952	0.888246979176	0.450470664639	0.366448927563	0.4448522844	1.47383696536	0.888246979176	0.888246979176
aidB	1.32117920348	1.10282209216	1.70030512033	1.67623133048	1.1050586613	0.655436259327	1.73872915975	0.655436259327	1.70030512033	1.10282209216	0.699561956867	0.621242771837	0.549251008326	1.63780729106	1.10282209216	1.10282209216
ais	0.800563232924	0.638536929552	1.23105287647	1.2085818155	0.643267094176	0.244288982148	1.31065217389	0.244288982148	1.23105287647	0.638536929552	0.299500976995	0.158198494457	0.0323851276951	1.12898251808	0.638536929552	0.638536929552
alaA	1.67398115154	1.46606394355	2.1229284828	1.97858617503	1.45427682242	0.907145698407	2.07824057914	0.907145698407	2.1229284828	1.46606394355	1.11948332294	0.92363435963	1.02705920574	2.02327407869	1.46606394355	1.46606394355
alaC	1.06106693465	0.877700496762	1.41950863575	1.49631156816	0.873994513223	0.55565559392	1.55863405707	0.55565559392	1.41950863575	0.877700496762	0.470546655412	0.408917834221	0.1461134866	1.35718614683	0.877700496762	0.877700496762
alaE	1.31252639111	1.02491912902	1.59018020999	1.62773965755	1.02602974898	0.59847127604	1.63559469909	0.59847127604	1.59018020999	1.02491912902	0.53934656036	0.517595741042	0.452080401426	1.58232516845	1.02491912902	1.02491912902
alaS	2.16096404744	1.5	1.66096404744	2.16096404744	1.5	1.0	1.5	1.0	1.66096404744	1.5	0.5	1.16096404744	1.5	2.32192809489	1.5	1.5
aldA	0.533244489958	0.36570670975	0.989628972755	0.928167066842	0.375953902189	-0.0774648993523	1.03484570598	-0.0774648993523	0.989628972755	0.36570670975	0.0396683614601	-0.0964488244518	-0.190850330276	0.88295033362	0.36570670975	0.36570670975
aldB	1.22636098748	0.899746402142	1.4977379848	1.47078038733	0.902092965222	0.339014645899	1.45933018627	0.339014645899	1.4977379848	0.899746402142	0.387823031165	0.331087670299	0.464003772404	1.50918818585	0.899746402142	0.899746402142
alkA	1.05103075081	0.730309573969	1.25309072837	1.37784627374	0.721862907287	0.356902883908	1.33490735616	0.356902883908	1.25309072837	0.730309573969	0.172147514986	0.273526111503	0.0839186993553	1.29602964595	0.730309573969	0.730309573969
alkB	2.09337553773	1.8451873703	2.42270583707	2.43785564836	1.84866979244	1.40027882918	2.46185833482	1.40027882918	2.42270583707	1.8451873703	1.38788311592	1.40466393399	1.29378196751	2.39870315061	1.8451873703	1.8451873703
allA	1.15876736951	0.919955702153	1.50836139567	1.5018344581	0.921343997585	0.470249494126	1.54464570864	0.470249494126	1.50836139567	0.919955702153	0.485878030161	0.441198016844	0.367590040137	1.46555014512	0.919955702153	0.919955702153
allB	2.15031834365	1.86282417565	2.42650600155	2.46966913257	1.86265478808	1.40290934999	2.45490137785	1.40290934999	2.42650600155	1.86282417565	1.34005378369	1.42399407711	1.32236417796	2.44127375628	1.86282417565	1.86282417565
allC	1.43948525508	1.24766770163	1.85918081307	1.81058637634	1.25085889225	0.800295118752	1.89902525738	0.800295118752	1.85918081307	1.24766770163	0.88422450759	0.760603908112	0.693405473236	1.77074193203	1.24766770163	1.24766770163
allD	1.33193166423	1.11264294181	1.72462927761	1.66117743231	1.1101283385	0.637097742052	1.73762688188	0.637097742052	1.72462927761	1.11264294181	0.728550779423	0.589218250649	0.60009745133	1.64817982804	1.11264294181	1.11264294181
allE	0.621463416193	0.335978801872	0.889796888033	0.95891572921	0.345661464305	-0.00305715068454	0.982312834949	-0.00305715068454	0.889796888033	0.335978801872	-0.126046771512	-0.191338826417	-0.337982849838	0.866399782293	0.335978801872	0.335978801872
allR	0.729501785692	0.458229692646	1.05000669114	1.0337350045	0.458229692646	-0.0216757622961	1.06197402126	-0.0216757622961	1.05000669114	0.458229692646	0.000336194597612	-0.0642994056053	-0.0582589685771	1.02176767439	0.458229692646	0.458229692646
allS	1.0792419837	0.871673912844	1.44519642776	1.46751642134	0.873808078662	0.476678261284	1.52588206575	0.476678261284	1.44519642776	0.871673912844	0.461620498111	0.407695631262	0.251169863092	1.38683078335	0.871673912844	0.871673912844
alpA	0.867098389915	0.71846415474	1.37088725137	1.2158170049	0.69972680203	0.241861260479	1.38157407676	0.241861260479	1.37088725137	0.71846415474	0.437906275356	0.100661395129	0.210493382805	1.20513017951	0.71846415474	0.71846415474
alr	1.07558142674	0.878265565298	1.47769937051	1.44297457479	0.877368581322	0.463866935532	1.53714704505	0.463866935532	1.47769937051	0.878265565298	0.507123069314	0.334621695188	0.283748653103	1.38352690025	0.878265565298	0.878265565298
alsA	0.512660800793	0.374525843235	0.994715665911	0.928656901569	0.380027575077	-0.0429445336295	1.05969496297	-0.0429445336295	0.994715665911	0.374525843235	0.07743532786	-0.120479231876	-0.210436657486	0.863677604506	0.374525843235	0.374525843235
alsB	1.02336799492	0.754531193181	1.33856617232	1.33816074099	0.754887502163	0.296975641974	1.36570100359	0.296975641974	1.33856617232	0.754531193181	0.295181244232	0.238946577242	0.213300113085	1.31102590973	0.754531193181	0.754531193181
alsC	1.22952239928	1.03369964264	1.66262028936	1.56724402256	1.02687432018	0.554353129721	1.67498654971	0.554353129721	1.66262028936	1.03369964264	0.685828176923	0.474858367841	0.518576499209	1.55487776221	1.03369964264	1.03369964264
alsE	1.05041088509	0.771882633016	1.36954611512	1.34095041821	0.771726596099	0.271882633016	1.36767004769	0.271882633016	1.36954611512	0.771882633016	0.31219186312	0.235027789925	0.277676620154	1.34282648564	0.771882633016	0.771882633016
alsK	1.00778618662	0.790174213369	1.36309710873	1.38270665625	0.789950846277	0.398249171313	1.44126080775	0.398249171313	1.36309710873	0.790174213369	0.374814755808	0.294577905915	0.165261939061	1.30454295723	0.790174213369	0.790174213369
alx	1.59885510162	1.31461006847	1.88656016691	1.90972071875	1.31450390208	0.860866137864	1.91600701144	0.860866137864	1.88656016691	1.31461006847	0.825970106719	0.818421689071	0.770281258559	1.88027387422	1.31461006847	1.31461006847
amiA	0.756096632194	0.580624134565	1.14088844771	1.18472654614	0.581691341525	0.277696800313	1.27947351654	0.277696800313	1.14088844771	0.580624134565	0.201232282379	0.032678976641	-0.189171361915	1.0461414773	0.580624134565	0.580624134565
amiB	0.679756523948	0.452848197686	1.06824635316	1.00971880315	0.452848197686	-0.0379943536236	1.0743081327	-0.0379943536236	1.06824635316	0.452848197686	0.0520125559094	-0.0475487650974	-0.0547317058991	1.00365702361	0.452848197686	0.452848197686
amiC	1.00677056627	0.849378000474	1.43034315956	1.42904818215	0.849376908639	0.498058645787	1.54017961955	0.498058645787	1.43034315956	0.849378000474	0.4994717026	0.309931017148	0.163504392326	1.31921172216	0.849378000474	0.849378000474
amiD	0.723381730395	0.504001864902	1.08021698368	1.09127543188	0.504072183672	0.113002191011	1.15551271085	0.113002191011	1.08021698368	0.504001864902	0.0947253005705	-0.0111165109415	-0.118364929644	1.0159797047	0.504001864902	0.504001864902
amn	0.87247919246	0.553911822438	1.06437663083	1.20500971226	0.53857067787	0.170747995539	1.1447533086	0.170747995539	1.06437663083	0.553911822438	-0.0358628877271	0.143376513242	-0.0760217409393	1.12463303448	0.553911822438	0.553911822438
ampC	1.18450954148	0.982050773071	1.60727067247	1.52043846474	0.976431349218	0.51577303357	1.62866310572	0.51577303357	1.60727067247	0.982050773071	0.626964398931	0.401336130204	0.450480978665	1.49904603149	0.982050773071	0.982050773071
ampD	1.14982422193	0.950953150311	1.55253822855	1.51356129453	0.949955164124	0.534232225483	1.60954897197	0.534232225483	1.55253822855	0.950953150311	0.580832787212	0.399764721847	0.359657443672	1.4565505511	0.950953150311	0.950953150311
ampE	1.34219574478	1.10092582145	1.6854714904	1.68314086701	1.10153047154	0.657616721157	1.72481316525	0.657616721157	1.6854714904	1.10092582145	0.665292478509	0.615536497325	0.544320516224	1.64379919216	1.10092582145	1.10092582145
ampG	0.842477959701	0.576854707698	1.18530501661	1.13579652591	0.575625835986	0.0523999074573	1.16691509197	0.0523999074573	1.18530501661	0.576854707698	0.126281401161	0.0650776945957	0.105146471881	1.15418645055	0.576854707698	0.576854707698
ampH	0.567285895799	0.348583239645	0.997253685237	0.886000856107	0.354817915627	-0.192647840451	0.959421550271	-0.192647840451	0.997253685237	0.348583239645	-0.0198995574377	-0.107685339729	-0.0998700138726	0.923832991073	0.348583239645	0.348583239645
amtB	0.908322404771	0.655874464448	1.25303001204	1.22680097395	0.656143824989	0.197105544544	1.27911774455	0.197105544544	1.25303001204	0.655874464448	0.228630015624	0.112878737432	0.115474908964	1.20071324144	0.655874464448	0.655874464448
amyA	1.19306027042	1.00375181848	1.63704504856	1.53580495875	0.996618362111	0.5206892513	1.64799135149	0.5206892513	1.63704504856	1.00375181848	0.663366291124	0.449912179193	0.489591870496	1.52485865583	1.00375181848	1.00375181848
anmK	1.0239853478	0.862104044592	1.48974967512	1.39438280432	0.855436482799	0.432991025156	1.53704714126	0.432991025156	1.48974967512	0.862104044592	0.546537703515	0.262977269789	0.287842782237	1.34708533818	0.862104044592	0.862104044592
ansA	1.44511751614	1.12286943216	1.65509833722	1.75653870833	1.11484773978	0.691621194033	1.70172646275	0.691621194033	1.65509833722	1.12286943216	0.538331128756	0.693316488634	0.550674477491	1.70991058281	1.12286943216	1.12286943216
ansB	1.21420053414	0.924709163177	1.5040037893	1.51454396064	0.924926559966	0.43431446516	1.50996811146	0.43431446516	1.5040037893	0.924709163177	0.418638881741	0.448282903412	0.41693175608	1.50857963849	0.924709163177	0.924709163177
ansP	0.642734130856	0.453446357775	1.07242962441	1.0185061604	0.462253717594	-0.00218153631025	1.1066231119	-0.00218153631025	1.07242962441	0.453446357775	0.0979444576236	-0.00499381090719	-0.0891962361978	0.98431267291	0.453446357775	0.453446357775
apaG	1.49587011041	1.21753950709	1.86005852912	1.75340625486	1.21753950709	0.590847389191	1.76895686351	0.590847389191	1.86005852912	1.21753950709	0.746986351618	0.724864932637	0.829426994784	1.84450792048	1.21753950709	1.21753950709
apaH	0.897458077176	0.637041995525	1.24392558289	1.20781434001	0.644339834883	0.196568331347	1.27748268082	0.196568331347	1.24392558289	0.637041995525	0.225480876567	0.0434027114287	0.080594967322	1.17425724208	0.637041995525	0.637041995525
apbE	1.56289598862	1.26542859812	1.88758477819	1.80932450494	1.26089609728	0.655445756147	1.81669779763	0.655445756147	1.88758477819	1.26542859812	0.77849346403	0.713329228301	0.864024531723	1.88021148551	1.26542859812	1.26542859812
